Date,Close,Open,High,Low,Volume
12/05/1998,1349.65,1358.96,1360.06,1342.73,625.38M
13/05/1998,1369.26,1351.18,1369.30,1351.00,761.88M
14/05/1998,1367.13,1373.17,1376.30,1360.89,766.83M
15/05/1998,1368.09,1373.43,1379.13,1361.84,710.59M
18/05/1998,1368.18,1373.67,1376.38,1360.47,520.87M
19/05/1998,1362.29,1370.67,1372.87,1355.54,433.19M
20/05/1998,1357.43,1362.69,1365.10,1352.17,524.99M
21/05/1998,1366.66,1356.96,1367.72,1350.26,513.11M
22/05/1998,1375.82,1371.37,1379.89,1370.72,679.60M
25/05/1998,1389.37,1380.13,1389.66,1376.20,849.74M
26/05/1998,1390.42,1392.75,1394.44,1383.76,732.15M
27/05/1998,1399.54,1393.74,1399.54,1390.55,778.87M
28/05/1998,1397.89,1402.85,1405.58,1392.90,698.59M
29/05/1998,1411.21,1402.67,1411.35,1402.02,790.25M
01/06/1998,1415.58,1418.35,1420.55,1411.06,837.85M
02/06/1998,1413.08,1419.22,1419.58,1402.62,607.01M
03/06/1998,1420.00,1415.02,1421.12,1413.11,636.68M
04/06/1998,1406.30,1420.99,1422.98,1402.75,633.31M
05/06/1998,1408.61,1404.08,1414.36,1390.63,655.63M
08/06/1998,1403.73,1411.96,1415.18,1401.06,557.98M
09/06/1998,1369.65,1400.35,1400.35,1357.46,594.92M
10/06/1998,1368.30,1367.74,1377.83,1359.39,461.08M
11/06/1998,1347.68,1367.56,1371.15,1346.07,360.30M
12/06/1998,1383.39,1373.11,1383.47,1365.08,462.55M
15/06/1998,1365.34,1385.33,1386.98,1359.88,466.34M
16/06/1998,1348.59,1362.59,1362.59,1323.53,482.18M
17/06/1998,1348.94,1349.00,1356.66,1344.44,391.42M
18/06/1998,1370.68,1352.23,1372.12,1352.23,384.66M
19/06/1998,1392.88,1376.19,1392.88,1376.19,464.20M
22/06/1998,1399.36,1400.47,1401.51,1392.06,568.85M
23/06/1998,1397.96,1398.24,1398.71,1385.45,564.52M
24/06/1998,1401.74,1399.71,1402.14,1390.86,538.48M
25/06/1998,1382.04,1402.95,1404.05,1377.18,413.67M
26/06/1998,1385.62,1383.29,1388.55,1376.41,430.80M
29/06/1998,1361.43,1387.02,1387.19,1356.22,395.13M
30/06/1998,1339.20,1360.62,1363.59,1335.21,300.15M
01/07/1998,1316.44,1363.27,1367.15,1315.18,402.25M
02/07/1998,1331.65,1314.10,1331.65,1297.00,371.90M
03/07/1998,1335.12,1335.84,1341.73,1327.80,346.81M
06/07/1998,1315.28,1339.26,1339.68,1313.28,381.00M
07/07/1998,1324.40,1313.65,1324.40,1307.91,270.18M
08/07/1998,1338.98,1326.82,1339.16,1326.62,272.63M
09/07/1998,1343.23,1341.35,1344.43,1336.66,293.29M
10/07/1998,1360.62,1344.75,1360.64,1344.63,356.86M
13/07/1998,1358.81,1362.69,1363.00,1352.16,370.42M
14/07/1998,1336.56,1360.61,1361.19,1334.71,-
15/07/1998,1335.47,1332.41,1341.64,1326.32,-
16/07/1998,1325.63,1335.30,1337.64,1317.89,368.59M
17/07/1998,1314.71,1325.88,1330.82,1311.75,409.91M
20/07/1998,1287.07,1311.06,1311.15,1278.30,370.63M
21/07/1998,1313.01,1285.79,1318.93,1284.80,325.79M
22/07/1998,1299.15,1312.23,1312.37,1295.61,287.62M
23/07/1998,1316.27,1299.22,1316.29,1299.15,283.42M
24/07/1998,1326.82,1317.85,1330.49,1317.85,340.75M
27/07/1998,1321.90,1328.34,1328.73,1314.73,309.07M
28/07/1998,1317.95,1321.63,1324.27,1313.20,266.56M
29/07/1998,1311.94,1317.93,1321.26,1308.26,316.98M
30/07/1998,1315.30,1312.86,1318.02,1309.77,315.67M
31/07/1998,1316.92,1316.31,1319.36,1312.38,327.40M
03/08/1998,1302.10,1315.13,1315.47,1299.93,311.24M
04/08/1998,1293.46,1299.73,1299.73,1283.20,284.23M
05/08/1998,1307.44,1293.70,1307.48,1293.12,284.39M
06/08/1998,1294.16,1310.30,1312.60,1292.39,301.67M
07/08/1998,1271.07,1292.08,1292.31,1267.92,396.10M
10/08/1998,1234.58,1262.01,1262.03,1227.47,322.62M
11/08/1998,1207.67,1230.38,1241.78,1206.63,273.49M
12/08/1998,1190.55,1204.36,1207.72,1158.79,392.79M
13/08/1998,1204.18,1193.37,1205.86,1185.57,330.38M
14/08/1998,1168.03,1202.38,1202.38,1165.87,356.96M
17/08/1998,1070.41,1152.67,1152.67,1068.66,374.91M
18/08/1998,1071.30,1054.18,1094.38,1043.02,371.52M
19/08/1998,1126.08,1072.74,1126.08,1072.72,419.54M
20/08/1998,1149.91,1128.75,1149.96,1113.86,442.51M
21/08/1998,1177.62,1149.62,1178.74,1141.51,487.23M
24/08/1998,1178.55,1178.55,1190.88,1166.14,493.72M
25/08/1998,1179.07,1174.41,1179.11,1159.39,458.51M
26/08/1998,1160.29,1174.85,1182.33,1159.52,375.36M
27/08/1998,1145.22,1152.36,1154.69,1142.17,311.97M
28/08/1998,1129.72,1139.82,1146.51,1125.20,301.14M
31/08/1998,1150.22,1117.97,1150.23,1072.42,355.37M
01/09/1998,1143.12,1142.50,1163.17,1123.63,422.79M
02/09/1998,1136.89,1137.31,1149.27,1129.81,281.14M
03/09/1998,1147.20,1136.44,1151.01,1136.14,255.23M
04/09/1998,1163.53,1148.95,1169.47,1148.94,384.62M
07/09/1998,1178.38,1168.37,1178.38,1163.20,367.58M
08/09/1998,1167.60,1181.07,1185.10,1166.66,370.10M
09/09/1998,1190.68,1165.66,1190.74,1162.47,496.37M
10/09/1998,1213.67,1194.88,1219.80,1194.12,694.60M
11/09/1998,1218.01,1214.83,1225.14,1206.61,624.03M
14/09/1998,1239.61,1219.32,1239.77,1214.44,702.16M
15/09/1998,1230.13,1240.94,1245.42,1228.88,655.26M
16/09/1998,1252.14,1226.90,1252.20,1225.29,692.25M
17/09/1998,1233.70,1257.38,1264.40,1226.72,901.25M
18/09/1998,1207.00,1227.56,1233.40,1199.58,690.96M
21/09/1998,1222.38,1199.17,1222.38,1193.82,455.53M
22/09/1998,1222.63,1224.39,1229.62,1214.02,424.68M
23/09/1998,1229.86,1223.99,1233.79,1222.36,413.05M
24/09/1998,1199.06,1231.05,1232.28,1196.92,531.02M
25/09/1998,1221.58,1194.31,1221.58,1192.08,417.66M
28/09/1998,1230.21,1224.27,1239.80,1217.65,567.83M
29/09/1998,1231.75,1231.90,1239.11,1226.84,459.07M
30/09/1998,1242.90,1233.59,1242.94,1233.43,397.27M
05/10/1998,1234.78,1245.74,1246.60,1231.40,347.15M
06/10/1998,1217.46,1234.14,1237.84,1214.83,353.11M
07/10/1998,1213.79,1214.36,1219.10,1207.93,374.79M
08/10/1998,1228.71,1215.95,1228.73,1215.87,392.98M
09/10/1998,1236.93,1231.94,1241.05,1229.85,539.30M
12/10/1998,1247.15,1239.57,1247.24,1227.86,610.75M
13/10/1998,1244.07,1250.68,1257.35,1239.77,603.81M
14/10/1998,1240.60,1243.71,1247.66,1234.07,413.19M
15/10/1998,1254.81,1243.19,1254.84,1241.26,515.48M
16/10/1998,1250.97,1259.14,1263.71,1249.93,606.03M
19/10/1998,1246.24,1255.05,1256.76,1240.45,479.45M
20/10/1998,1243.64,1248.23,1251.43,1238.30,407.44M
21/10/1998,1207.83,1243.54,1243.60,1206.12,586.58M
22/10/1998,1216.09,1202.21,1216.17,1191.56,522.09M
23/10/1998,1217.43,1217.13,1230.83,1215.47,539.84M
26/10/1998,1208.27,1215.56,1215.56,1195.24,571.50M
27/10/1998,1216.79,1207.20,1218.45,1204.73,451.00M
28/10/1998,1225.93,1218.50,1226.11,1217.23,459.21M
29/10/1998,1216.76,1226.92,1229.74,1214.92,396.99M
30/10/1998,1217.32,1216.01,1225.64,1215.45,416.43M
02/11/1998,1223.48,1217.34,1223.53,1210.85,381.39M
03/11/1998,1236.87,1225.26,1236.96,1225.22,415.03M
04/11/1998,1235.80,1239.50,1240.70,1232.78,420.03M
05/11/1998,1253.28,1237.54,1253.31,1237.51,558.41M
06/11/1998,1259.77,1258.69,1267.39,1257.17,744.93M
09/11/1998,1283.12,1263.96,1283.12,1263.96,671.80M
10/11/1998,1286.56,1283.92,1288.74,1275.19,608.11M
11/11/1998,1286.20,1287.42,1288.35,1278.47,560.50M
12/11/1998,1282.99,1286.56,1295.06,1278.94,573.59M
13/11/1998,1282.51,1281.99,1285.92,1271.32,475.06M
16/11/1998,1293.74,1284.34,1293.76,1281.60,500.34M
17/11/1998,1290.60,1296.63,1300.15,1285.02,482.73M
18/11/1998,1285.50,1291.00,1292.93,1281.60,452.82M
19/11/1998,1275.61,1283.96,1284.14,1274.09,413.76M
20/11/1998,1275.37,1272.66,1279.38,1271.65,391.15M
23/11/1998,1273.79,1275.90,1278.09,1269.10,383.60M
24/11/1998,1278.92,1274.45,1282.93,1274.41,359.53M
25/11/1998,1263.85,1280.27,1283.96,1262.23,340.74M
26/11/1998,1252.82,1260.08,1262.78,1247.84,354.39M
27/11/1998,1245.08,1252.37,1259.04,1242.57,330.90M
30/11/1998,1247.42,1244.92,1247.42,1238.13,291.27M
01/12/1998,1234.36,1249.01,1251.87,1232.00,278.80M
02/12/1998,1236.97,1233.16,1236.97,1222.64,269.42M
03/12/1998,1232.51,1238.29,1239.26,1229.85,299.24M
04/12/1998,1219.20,1232.43,1234.63,1213.56,300.96M
07/12/1998,1209.54,1234.76,1237.69,1207.76,250.50M
08/12/1998,1223.26,1209.84,1223.34,1209.81,220.36M
09/12/1998,1224.09,1224.36,1225.99,1219.01,202.81M
10/12/1998,1204.63,1224.15,1224.92,1203.07,257.41M
11/12/1998,1214.21,1201.85,1214.24,1194.07,238.37M
14/12/1998,1196.30,1214.60,1214.67,1194.66,209.27M
15/12/1998,1194.84,1193.64,1194.89,1173.92,234.68M
16/12/1998,1183.06,1194.94,1195.55,1180.86,180.76M
17/12/1998,1160.09,1180.17,1180.17,1158.51,259.99M
18/12/1998,1155.92,1155.75,1167.64,1150.72,223.81M
21/12/1998,1154.43,1153.66,1163.24,1150.39,178.05M
22/12/1998,1185.97,1155.63,1185.98,1155.62,262.87M
23/12/1998,1172.51,1186.98,1187.91,1170.16,213.81M
24/12/1998,1168.98,1171.71,1171.71,1161.85,214.19M
25/12/1998,1173.91,1169.60,1178.92,1169.54,189.98M
28/12/1998,1159.94,1175.63,1179.00,1157.70,198.86M
29/12/1998,1142.73,1157.48,1157.57,1139.99,209.57M
30/12/1998,1148.26,1141.88,1151.72,1125.56,240.05M
31/12/1998,1146.70,1149.83,1153.15,1140.36,164.46M
04/01/1999,1125.82,1144.89,1144.89,1124.21,122.04M
05/01/1999,1119.96,1123.70,1123.70,1104.50,165.60M
06/01/1999,1132.59,1120.67,1137.21,1120.40,203.51M
07/01/1999,1137.73,1133.16,1140.48,1125.67,230.45M
08/01/1999,1168.81,1138.77,1168.84,1138.77,317.30M
11/01/1999,1172.81,1169.91,1174.43,1158.54,269.81M
12/01/1999,1158.87,1171.74,1171.87,1158.30,304.48M
13/01/1999,1148.15,1153.29,1159.94,1144.45,297.47M
14/01/1999,1148.65,1145.90,1153.10,1142.35,236.11M
15/01/1999,1137.31,1149.78,1150.67,1136.30,314.33M
18/01/1999,1153.12,1135.09,1153.42,1126.71,331.69M
19/01/1999,1158.55,1154.16,1160.26,1149.37,348.57M
20/01/1999,1151.37,1159.03,1162.97,1148.81,255.59M
21/01/1999,1158.50,1150.30,1158.51,1145.30,272.71M
22/01/1999,1162.35,1159.92,1168.18,1157.15,374.85M
25/01/1999,1148.12,1161.98,1162.44,1146.97,326.25M
26/01/1999,1138.21,1145.07,1146.12,1132.95,271.61M
27/01/1999,1146.49,1137.69,1146.50,1134.13,281.87M
28/01/1999,1140.97,1147.87,1150.58,1137.12,357.47M
29/01/1999,1134.67,1139.84,1140.12,1130.33,299.32M
01/02/1999,1120.53,1131.65,1131.66,1118.55,268.87M
02/02/1999,1126.40,1119.78,1126.41,1114.79,228.44M
03/02/1999,1116.87,1126.84,1127.27,1115.13,232.21M
04/02/1999,1103.50,1114.65,1114.69,1102.49,228.96M
05/02/1999,1081.44,1101.48,1101.48,1079.22,238.16M
08/02/1999,1065.82,1076.82,1082.46,1064.17,212.68M
09/02/1999,1090.09,1065.91,1090.17,1065.91,205.28M
01/03/1999,1097.97,1092.14,1098.36,1084.16,181.96M
02/03/1999,1100.92,1098.29,1103.25,1090.04,241.75M
03/03/1999,1128.74,1101.13,1128.78,1101.07,380.37M
04/03/1999,1128.95,1130.34,1133.73,1120.71,356.27M
05/03/1999,1132.36,1128.62,1137.96,1124.09,357.57M
08/03/1999,1142.11,1133.51,1142.15,1128.39,353.52M
09/03/1999,1136.94,1143.10,1145.71,1135.37,417.57M
10/03/1999,1132.74,1136.02,1136.08,1127.17,342.93M
11/03/1999,1149.92,1133.29,1153.84,1133.15,446.08M
12/03/1999,1158.70,1151.99,1158.71,1148.66,534.84M
15/03/1999,1164.64,1161.49,1169.70,1159.14,561.28M
16/03/1999,1166.93,1164.79,1166.96,1155.93,448.62M
17/03/1999,1159.10,1167.72,1173.04,1158.59,566.69M
18/03/1999,1151.99,1155.27,1160.68,1147.57,417.03M
19/03/1999,1172.92,1150.61,1172.92,1150.34,561.79M
22/03/1999,1172.74,1175.67,1179.65,1168.34,616.66M
23/03/1999,1170.95,1172.98,1174.48,1163.28,422.71M
24/03/1999,1169.03,1171.30,1177.34,1167.10,407.19M
25/03/1999,1156.85,1167.86,1167.88,1155.01,403.25M
26/03/1999,1161.12,1155.35,1162.42,1154.94,363.97M
29/03/1999,1169.49,1160.58,1169.50,1158.09,416.83M
30/03/1999,1157.51,1171.13,1173.66,1156.05,384.32M
31/03/1999,1158.05,1156.37,1159.53,1150.82,364.57M
01/04/1999,1168.50,1158.68,1168.53,1158.44,505.11M
02/04/1999,1184.40,1170.76,1184.43,1170.31,616.62M
05/04/1999,1194.47,1188.93,1194.51,1187.06,665.92M
06/04/1999,1199.60,1195.95,1199.84,1191.58,535.55M
07/04/1999,1201.63,1200.22,1202.32,1193.73,678.91M
08/04/1999,1202.47,1203.02,1205.41,1192.46,593.75M
09/04/1999,1205.14,1203.44,1210.10,1196.74,756.87M
12/04/1999,1195.34,1205.32,1205.68,1193.66,808.78M
13/04/1999,1178.19,1192.15,1193.33,1174.13,578.87M
14/04/1999,1181.52,1176.77,1184.18,1174.27,430.04M
15/04/1999,1170.62,1182.20,1185.59,1168.59,519.73M
16/04/1999,1166.24,1168.91,1175.03,1162.31,496.96M
19/04/1999,1159.47,1164.62,1166.04,1156.61,447.99M
20/04/1999,1171.60,1160.05,1171.60,1159.56,439.41M
21/04/1999,1144.07,1171.95,1173.53,1143.05,478.65M
22/04/1999,1137.16,1137.91,1140.90,1110.65,549.50M
23/04/1999,1140.00,1137.61,1144.78,1135.61,436.22M
26/04/1999,1112.79,1139.65,1140.17,1111.99,385.50M
27/04/1999,1091.69,1108.91,1108.91,1089.76,361.48M
28/04/1999,1091.09,1090.87,1112.29,1087.79,338.23M
29/04/1999,1116.40,1091.06,1116.42,1090.56,382.26M
30/04/1999,1120.93,1116.11,1122.22,1114.18,313.26M
04/05/1999,1111.76,1120.91,1121.91,1108.89,290.12M
05/05/1999,1116.93,1110.94,1116.96,1105.35,279.54M
06/05/1999,1128.22,1116.86,1128.90,1116.64,344.05M
07/05/1999,1120.74,1129.53,1131.49,1117.94,410.14M
10/05/1999,1071.93,1107.37,1107.37,1065.18,508.15M
11/05/1999,1095.40,1072.04,1095.41,1072.04,310.70M
12/05/1999,1100.00,1096.74,1104.81,1092.79,310.51M
13/05/1999,1088.86,1100.86,1101.36,1086.46,275.31M
14/05/1999,1063.28,1087.94,1088.00,1060.50,348.43M
17/05/1999,1065.56,1057.48,1072.17,1047.83,253.50M
18/05/1999,1059.87,1066.52,1075.65,1058.39,230.57M
19/05/1999,1109.09,1058.70,1109.12,1057.72,433.07M
20/05/1999,1147.71,1114.66,1147.73,1113.32,737.58M
21/05/1999,1168.72,1154.81,1170.14,1152.26,941.13M
24/05/1999,1213.65,1173.13,1215.22,1164.89,1.39
25/05/1999,1202.88,1223.13,1244.84,1198.07,1.56
26/05/1999,1236.05,1199.22,1236.15,1195.84,1.13
27/05/1999,1283.02,1247.32,1283.03,1247.32,1.71
28/05/1999,1277.15,1291.96,1294.64,1260.71,1.60
31/05/1999,1279.33,1287.08,1303.48,1253.25,1.60
01/06/1999,1311.59,1283.30,1311.60,1276.12,1.39
02/06/1999,1287.93,1319.83,1330.28,1287.01,1.70
03/06/1999,1268.32,1280.48,1286.91,1259.01,1.22
04/06/1999,1285.58,1271.17,1288.00,1271.16,1.05
07/06/1999,1326.52,1287.46,1326.61,1285.15,1.23
08/06/1999,1333.64,1336.03,1341.64,1319.50,1.33
09/06/1999,1348.61,1334.85,1350.14,1323.99,1.28
10/06/1999,1364.35,1371.00,1382.07,1353.56,1.95
11/06/1999,1370.39,1364.58,1376.78,1359.28,1.44
14/06/1999,1427.71,1382.53,1427.77,1382.53,1.82
15/06/1999,1387.59,1453.33,1477.14,1366.65,2.63
16/06/1999,1460.17,1402.35,1460.17,1402.30,1.88
17/06/1999,1501.01,1483.06,1501.02,1450.20,2.48
18/06/1999,1498.91,1511.88,1516.13,1480.98,2.35
21/06/1999,1546.41,1506.83,1546.61,1503.40,2.09
22/06/1999,1564.44,1551.88,1564.45,1524.49,1.96
23/06/1999,1606.50,1571.27,1606.50,1566.63,2.21
24/06/1999,1654.11,1615.63,1654.55,1611.98,2.55
25/06/1999,1593.86,1665.98,1705.21,1591.08,3.19
28/06/1999,1693.16,1606.28,1693.16,1606.28,2.35
29/06/1999,1739.20,1722.74,1742.15,1691.34,2.48
30/06/1999,1689.43,1755.56,1756.18,1666.01,2.74
01/07/1999,1560.79,1678.84,1678.84,1540.03,2.09
02/07/1999,1613.53,1570.56,1620.54,1532.44,1.88
05/07/1999,1581.82,1627.25,1630.38,1573.73,1.52
06/07/1999,1517.25,1568.83,1580.23,1504.37,1.12
07/07/1999,1568.65,1515.16,1568.67,1507.55,1.07
08/07/1999,1577.99,1579.14,1591.13,1560.43,1.05
09/07/1999,1584.75,1577.79,1594.58,1563.16,1.02
12/07/1999,1559.73,1588.38,1589.90,1545.56,1.02
13/07/1999,1524.82,1547.34,1547.34,1511.43,800.67M
14/07/1999,1559.52,1526.98,1559.66,1526.22,856.23M
15/07/1999,1549.34,1565.04,1567.83,1545.07,802.94M
16/07/1999,1519.74,1547.46,1547.61,1512.78,802.31M
19/07/1999,1479.08,1500.45,1509.99,1473.23,741.42M
20/07/1999,1574.60,1476.03,1574.75,1471.51,924.33M
21/07/1999,1609.81,1586.88,1626.95,1573.70,1.54
22/07/1999,1550.73,1606.86,1606.86,1548.49,1.16
23/07/1999,1585.98,1552.24,1597.18,1552.24,903.58M
26/07/1999,1602.03,1592.41,1607.07,1587.38,875.92M
27/07/1999,1590.71,1605.37,1607.05,1580.82,855.37M
28/07/1999,1597.20,1592.45,1609.79,1584.25,800.64M
29/07/1999,1595.86,1610.12,1615.75,1585.84,662.37M
30/07/1999,1601.46,1599.94,1605.27,1587.34,689.91M
02/08/1999,1616.28,1607.06,1622.38,1603.37,884.58M
03/08/1999,1626.84,1622.30,1626.91,1609.12,953.64M
04/08/1999,1649.13,1630.99,1649.26,1630.99,1.06
05/08/1999,1653.54,1654.53,1658.69,1641.86,1.12
06/08/1999,1646.59,1655.31,1656.59,1601.84,1.43
09/08/1999,1628.84,1650.28,1651.63,1624.72,1.05
10/08/1999,1602.15,1622.97,1623.03,1597.22,915.89M
11/08/1999,1583.40,1598.02,1607.68,1574.71,645.79M
12/08/1999,1575.64,1583.51,1594.89,1566.71,510.96M
13/08/1999,1571.90,1581.23,1591.49,1569.30,461.69M
16/08/1999,1560.07,1568.90,1570.21,1546.84,507.95M
17/08/1999,1576.40,1562.56,1596.15,1562.56,674.56M
18/08/1999,1581.93,1578.26,1582.02,1555.98,530.59M
19/08/1999,1637.74,1587.90,1645.84,1587.87,1.14
20/08/1999,1628.93,1645.54,1651.17,1627.04,924.66M
23/08/1999,1645.00,1631.43,1645.00,1626.95,884.31M
24/08/1999,1648.47,1650.54,1655.14,1638.96,888.16M
25/08/1999,1625.77,1649.61,1651.09,1618.54,724.70M
26/08/1999,1638.23,1622.17,1638.23,1615.86,630.43M
27/08/1999,1633.90,1642.06,1644.47,1627.26,649.54M
30/08/1999,1619.04,1635.55,1637.31,1614.45,715.74M
31/08/1999,1627.12,1622.88,1630.01,1609.80,521.28M
01/09/1999,1599.55,1627.82,1629.08,1595.96,514.37M
02/09/1999,1611.96,1591.58,1614.11,1572.42,546.37M
03/09/1999,1587.89,1613.30,1614.41,1583.45,444.79M
06/09/1999,1560.68,1577.51,1577.56,1556.83,349.97M
07/09/1999,1562.79,1558.86,1574.65,1556.74,329.70M
08/09/1999,1571.60,1563.62,1581.93,1563.61,306.70M
09/09/1999,1675.12,1590.71,1675.26,1590.70,1.19
10/09/1999,1659.93,1690.03,1695.64,1656.72,1.42
13/09/1999,1670.14,1664.51,1671.64,1656.17,885.25M
14/09/1999,1672.89,1675.71,1681.85,1668.13,805.64M
15/09/1999,1662.80,1675.19,1679.13,1657.79,689.07M
16/09/1999,1645.51,1662.46,1664.96,1643.98,561.54M
17/09/1999,1648.56,1644.80,1662.16,1636.48,506.82M
20/09/1999,1633.84,1649.12,1651.54,1628.89,398.65M
21/09/1999,1625.59,1630.02,1630.27,1617.81,319.08M
22/09/1999,1617.06,1625.16,1632.41,1613.58,289.19M
23/09/1999,1604.20,1618.77,1622.67,1597.12,351.65M
24/09/1999,1619.33,1609.83,1631.40,1609.83,292.67M
27/09/1999,1602.16,1624.46,1629.19,1598.70,312.80M
28/09/1999,1591.43,1602.79,1606.02,1586.55,298.70M
29/09/1999,1584.95,1593.72,1608.60,1581.00,317.23M
30/09/1999,1570.70,1588.99,1595.01,1567.72,331.65M
08/10/1999,1534.52,1568.24,1568.38,1531.80,224.31M
11/10/1999,1522.48,1529.22,1538.34,1516.62,233.12M
12/10/1999,1537.80,1526.45,1538.28,1526.45,177.36M
13/10/1999,1507.42,1540.60,1544.45,1504.39,208.79M
14/10/1999,1508.73,1504.50,1535.24,1494.94,238.41M
15/10/1999,1543.80,1515.91,1550.71,1515.91,348.06M
18/10/1999,1501.66,1547.27,1549.37,1499.46,298.43M
19/10/1999,1470.90,1493.47,1493.49,1468.10,273.07M
20/10/1999,1485.83,1469.28,1490.76,1463.43,246.59M
21/10/1999,1458.53,1486.92,1488.01,1452.71,291.82M
22/10/1999,1497.46,1457.63,1512.93,1457.50,409.48M
25/10/1999,1468.27,1499.14,1499.38,1465.14,254.99M
26/10/1999,1482.67,1467.52,1496.45,1467.51,269.06M
27/10/1999,1536.82,1509.64,1537.30,1504.99,608.25M
28/10/1999,1514.53,1541.29,1542.05,1507.79,460.40M
29/10/1999,1504.56,1515.18,1520.47,1494.71,373.06M
01/11/1999,1493.10,1501.73,1506.99,1488.23,267.61M
02/11/1999,1487.47,1491.76,1499.87,1481.57,243.15M
03/11/1999,1475.68,1488.37,1492.31,1472.73,235.80M
04/11/1999,1464.83,1474.13,1474.13,1457.14,264.96M
05/11/1999,1465.23,1464.60,1478.83,1460.67,247.14M
08/11/1999,1471.38,1464.49,1477.13,1458.65,228.65M
09/11/1999,1464.03,1474.00,1479.83,1461.48,225.09M
10/11/1999,1450.15,1463.69,1463.73,1436.74,461.60M
11/11/1999,1443.90,1449.62,1459.45,1440.98,269.00M
12/11/1999,1450.33,1446.26,1452.93,1444.13,214.36M
15/11/1999,1451.54,1451.55,1454.09,1436.68,275.08M
16/11/1999,1431.32,1463.34,1469.60,1428.75,429.61M
17/11/1999,1462.79,1429.71,1462.85,1427.36,326.85M
18/11/1999,1482.45,1466.49,1498.08,1454.47,540.99M
19/11/1999,1468.47,1485.05,1489.90,1466.35,337.52M
22/11/1999,1464.59,1468.22,1468.94,1457.61,300.09M
23/11/1999,1466.43,1464.93,1471.91,1461.38,239.60M
24/11/1999,1454.58,1466.09,1467.84,1451.03,227.94M
25/11/1999,1444.24,1451.88,1451.89,1439.94,272.36M
26/11/1999,1444.51,1443.44,1449.03,1441.52,248.25M
29/11/1999,1435.47,1444.01,1444.59,1432.96,257.92M
30/11/1999,1434.97,1433.90,1439.61,1429.55,222.47M
01/12/1999,1447.12,1434.98,1447.68,1432.95,247.46M
02/12/1999,1435.84,1446.69,1447.81,1433.54,284.37M
03/12/1999,1437.23,1436.02,1440.54,1430.66,263.78M
06/12/1999,1426.99,1436.80,1437.18,1422.73,273.98M
07/12/1999,1428.26,1426.69,1438.04,1424.76,264.06M
08/12/1999,1424.85,1428.77,1430.98,1422.05,289.98M
09/12/1999,1416.73,1424.91,1424.91,1413.62,253.15M
10/12/1999,1428.94,1416.37,1429.01,1413.45,303.56M
13/12/1999,1417.11,1429.19,1430.41,1415.29,307.16M
14/12/1999,1422.26,1415.71,1422.36,1411.07,267.46M
15/12/1999,1451.06,1423.76,1461.90,1423.74,559.06M
16/12/1999,1434.87,1451.72,1451.94,1432.83,362.86M
17/12/1999,1419.55,1434.63,1438.22,1416.74,329.31M
21/12/1999,1395.50,1416.50,1416.50,1388.06,293.79M
22/12/1999,1387.51,1393.83,1397.17,1383.57,306.91M
23/12/1999,1369.46,1386.79,1387.19,1364.92,304.61M
24/12/1999,1355.37,1367.69,1375.92,1352.10,247.52M
27/12/1999,1345.35,1353.53,1359.08,1341.05,282.68M
28/12/1999,1348.82,1346.45,1368.25,1342.94,283.56M
29/12/1999,1356.93,1350.27,1358.14,1341.93,297.82M
30/12/1999,1366.58,1357.82,1366.68,1357.82,219.80M
04/01/2000,1406.37,1368.69,1407.52,1361.21,437.09M
05/01/2000,1409.68,1407.83,1433.78,1398.32,688.09M
06/01/2000,1463.94,1406.04,1463.95,1400.25,809.05M
07/01/2000,1516.60,1477.15,1522.83,1477.15,1.60
10/01/2000,1545.11,1531.71,1546.72,1506.40,1.51
11/01/2000,1479.78,1547.68,1547.71,1468.76,1.28
12/01/2000,1438.02,1473.76,1489.28,1435.00,1.02
13/01/2000,1424.44,1437.45,1444.07,1418.81,632.76M
14/01/2000,1408.85,1426.22,1433.47,1401.71,520.47M
17/01/2000,1433.33,1408.99,1433.38,1402.66,534.40M
18/01/2000,1426.62,1436.89,1443.59,1421.64,604.53M
19/01/2000,1440.72,1425.87,1443.67,1425.14,538.08M
20/01/2000,1466.86,1443.09,1466.90,1443.09,711.28M
21/01/2000,1465.09,1471.90,1476.46,1458.92,1.05
24/01/2000,1477.34,1465.86,1477.41,1449.47,1.12
25/01/2000,1476.51,1483.03,1490.46,1467.44,1.03
26/01/2000,1481.12,1477.30,1482.46,1469.98,762.36M
27/01/2000,1506.77,1490.45,1506.92,1485.23,1.20
28/01/2000,1535.00,1514.56,1536.35,1510.74,1.51
14/02/2000,1673.94,1591.44,1674.13,1587.82,1.77
15/02/2000,1670.67,1709.22,1746.44,1663.01,2.51
16/02/2000,1693.11,1674.94,1695.88,1649.70,2.37
17/02/2000,1640.65,1734.27,1770.88,1615.63,3.31
18/02/2000,1668.09,1623.96,1668.16,1583.58,1.86
21/02/2000,1677.14,1681.36,1697.01,1652.48,2.29
22/02/2000,1632.29,1681.30,1687.51,1627.47,1.87
23/02/2000,1594.93,1618.01,1630.55,1586.63,1.36
24/02/2000,1634.31,1593.95,1634.32,1593.93,1.05
25/02/2000,1631.58,1639.92,1650.37,1618.18,1.29
28/02/2000,1704.86,1639.80,1704.88,1639.70,1.68
29/02/2000,1714.58,1728.14,1733.14,1678.35,2.17
01/03/2000,1697.74,1720.60,1721.14,1692.51,1.73
02/03/2000,1713.01,1697.56,1721.60,1682.54,1.47
03/03/2000,1738.02,1728.36,1750.64,1721.70,1.85
